"utilizeID","requisitionID","itemID","technicianID","qtyOut","dateUtilize","remark"
"199","258","28","19","1.000","2023-06-12",
"200","259","28","18","1.000","2023-06-12",
"201","260","538","18","1.000","2023-06-12",
"202","262","28","18","1.000","2023-06-12",
"203","263","28","18","1.000","2023-06-12",
"204","264","28","18","1.000","2023-06-12",
"205","265","28","18","1.000","2023-06-12",
"206","266","28","18","1.000","2023-06-12",
"207","267","28","6","1.000","2023-06-12",
"208","268","28","18","1.000","2023-06-12",
"209","269","28","15","3.000","2023-06-12",
"210","269","73","15","1.000","2023-06-12",
"211","270","325","15","2.000","2023-06-12",
"212","270","514","15","1.000","2023-06-12",
"213","271","28","18","1.000","2023-06-12",
"214","272","28","18","1.000","2023-06-12",
"215","273","28","18","1.000","2023-06-12",
"216","274","28","18","2.000","2023-06-12",
"217","276","28","18","1.000","2023-06-12",
"218","277","28","18","1.000","2023-06-12",
"219","278","28","17","1.000","2023-06-12",
"220","279","28","18","1.000","2023-06-12",
"221","281","346","18","1.000","2023-06-12",
"222","281","72","18","1.000","2023-06-12",
"223","282","72","18","1.000","2023-06-12",
"224","283","392","18","1.000","2023-06-12",
"225","283","1488","18","1.000","2023-06-12",
"226","283","1489","18","1.000","2023-06-12",
"227","285","540","18","1.000","2023-06-12",
"228","286","1492","15","4.000","2023-06-12",
"229","287","196","16","1.000","2023-06-12",
"230","287","437","16","1.000","2023-06-12",
"231","288","197","2","1.000","2023-06-12",
"232","289","325","15","2.000","2023-06-12",
"233","289","1496","15","1.000","2023-06-12",
"234","100","968","19","2.000","2023-06-12",
"235","122","1423","6","1.000","2023-06-12",
"236","122","131","6","1.000","2023-06-12",
"237","122","537","6","5.000","2023-06-12",
"238","122","536","6","1.000","2023-06-12",
"239","122","378","6","1.000","2023-06-12",
"240","122","849","6","2.000","2023-06-12",
"241","122","773","6","2.000","2023-06-12",
"242","290","1502","18","1.000","2023-06-12",
"243","291","78","19","1.000","2023-06-12",
"244","292","78","18","1.000","2023-06-12",
"245","293","28","6","1.000","2023-06-12",
"246","294","28","6","1.000","2023-06-12",
"247","295","520","18","1.000","2023-06-12",
"248","296","73","18","1.000","2023-06-12",
"249","296","28","18","1.000","2023-06-12",
"250","297","28","18","1.000","2023-06-12",
"251","297","73","18","1.000","2023-06-12",
"252","298","28","18","1.000","2023-06-12",
"253","299","28","18","1.000","2023-06-12",
"254","300","28","6","1.000","2023-06-12",
"255","301","28","19","1.000","2023-06-12",
"256","302","28","18","1.000","2023-06-12",
"257","303","28","18","1.000","2023-06-12",
"258","304","540","18","1.000","2023-06-12",
"259","305","371","16","1.000","2023-06-12",
"260","305","160","16","2.000","2023-06-12",
"261","305","189","16","100.000","2023-06-12",
"262","306","28","15","1.000","2023-06-12",
"263","307","28","15","3.000","2023-06-12",
"264","308","28","18","1.000","2023-06-12",
"265","310","440","15","12.000","2023-06-12",
"266","310","518","15","4.000","2023-06-12",
"267","310","180","15","12.000","2023-06-12",
"268","310","325","15","1.000","2023-06-12",
"269","310","848","15","2.000","2023-06-12",
"270","310","782","15","2.000","2023-06-12",
"271","310","389","15","1.000","2023-06-12",
"272","310","1522","15","1.000","2023-06-12",
"273","311","514","18","5.000","2023-06-12",
"274","312","514","18","2.000","2023-06-12",
"275","313","520","16","2.000","2023-06-12",
"276","975","28","16","1.000","2023-06-12",
"277","315","140","6","8.000","2023-06-13",
"278","315","537","6","20.000","2023-06-13",
"279","315","521","6","10.000","2023-06-13",
"280","315","848","6","25.000","2023-06-13",
"281","315","773","6","25.000","2023-06-13",
"282","315","1528","6","1.000","2023-06-13",
"283","316","73","15","1.000","2023-06-13",
"284","317","325","15","1.000","2023-06-13",
"285","318","520","16","1.000","2023-06-13",
"286","319","520","16","1.000","2023-06-13",
"287","320","387","6","2.000","2023-06-13",
"288","320","383","6","1.000","2023-06-13",
"289","321","1346","16","1.000","2023-06-13",
"290","321","156","16","1.000","2023-06-13",
"291","321","129","16","1.000","2023-06-13",
"292","321","537","16","18.000","2023-06-13",
"293","321","849","16","18.000","2023-06-13",
"294","321","773","16","18.000","2023-06-13",
"295","321","178","16","4.000","2023-06-13",
"296","322","325","18","1.000","2023-06-13",
"297","323","28","18","1.000","2023-06-13",
"298","323","325","18","1.000","2023-06-13",
"299","324","28","16","1.000","2023-06-13",
"300","325","28","16","1.000","2023-06-13",
"301","326","28","6","1.000","2023-06-13",
"302","327","28","6","1.000","2023-06-13",
"303","328","1306","18","1.000","2023-06-13",
"304","328","183","18","5.000","2023-06-13",
"305","328","542","18","9.000","2023-06-13",
"306","329","520","5","1.000","2023-06-13",
"307","329","314","5","1.000","2023-06-13",
"308","330","1370","6","1.000","2023-06-13",
"309","330","160","6","1.000","2023-06-13",
"310","331","440","16","4.000","2023-06-13",
"311","331","536","16","1.000","2023-06-13",
"312","332","540","15","1.000","2023-06-13",
"313","332","1488","15","1.000","2023-06-13",
"314","333","1431","15","1.000","2023-06-13",
"315","333","378","15","1.000","2023-06-13",
"316","333","540","15","1.000","2023-06-13",
"317","333","1430","15","2.000","2023-06-13",
"318","333","186","15","12.000","2023-06-13",
"319","333","1549","15","1.000","2023-06-13",
"320","335","209","6","1.000","2023-06-13",
"321","336","530","6","1.000","2023-06-13",
"322","337","28","6","1.000","2023-06-13",
"323","337","530","6","1.000","2023-06-13",
"324","338","535","16","3.000","2023-06-13",
"325","338","536","16","1.000","2023-06-13",
"326","338","160","16","1.000","2023-06-13",
"327","339","1557","6","1.000","2023-06-13",
"328","339","835","6","2.000","2023-06-13",
"329","341","520","19","1.000","2023-06-13",
"330","342","531","19","1.000","2023-06-13",
"331","342","532","19","1.000","2023-06-13",
"332","343","1404","18","1.000","2023-06-13",
"333","344","1404","19","1.000","2023-06-13",
"334","346","28","18","1.000","2023-06-13",
"335","347","28","18","1.000","2023-06-13",
"336","348","28","18","1.000","2023-06-13",
"337","349","28","18","1.000","2023-06-13",
"338","350","28","18","1.000","2023-06-13",
"339","351","28","18","1.000","2023-06-13",
"340","352","28","18","1.000","2023-06-13",
"341","353","28","18","1.000","2023-06-13",
"342","354","28","18","1.000","2023-06-13",
"343","355","28","18","1.000","2023-06-13",
"344","356","28","18","1.000","2023-06-13",
"345","357","28","18","1.000","2023-06-13",
"346","358","28","18","1.000","2023-06-13",
"347","359","28","18","1.000","2023-06-13",
"348","360","28","6","1.000","2023-06-13",
"349","361","28","18","1.000","2023-06-13",
"350","361","532","18","1.000","2023-06-13",
"351","361","782","18","4.000","2023-06-13",
"352","362","535","15","7.000","2023-06-13",
"353","362","518","15","6.000","2023-06-13",
"354","362","180","15","20.000","2023-06-13",
"355","362","848","15","10.000","2023-06-13",
"356","362","1581","15","10.000","2023-06-13",
"357","363","1583","16","1.000","2023-06-13",
"358","365","28","15","1.000","2023-06-13",
"359","366","325","16","2.000","2023-06-13",
"360","369","518","16","6.000","2023-06-13",
"361","369","180","16","12.000","2023-06-13",
"362","369","848","16","2.000","2023-06-13",
"363","369","1581","16","2.000","2023-06-13",
"364","369","716","16","1.000","2023-06-13",
"365","379","1588","16","1.000","2023-06-13",
"366","387","28","15","2.000","2023-06-13",
"367","399","715","18","1.000","2023-06-13",
"368","404","1591","15","2.000","2023-06-13",
"369","405","773","15","6.000","2023-06-13",
"370","406","849","15","2.000","2023-06-13",
"371","406","782","15","2.000","2023-06-13",
"372","408","441","2","4.000","2023-06-13",
"374","227","644","2","0.000","2023-06-14",
"375","225","180","2","12.000","2023-06-14",
"376","225","848","2","4.000","2023-06-14",
"377","225","829","2","0.000","2023-06-14",
"378","221","776","2","1.000","2023-06-14",
"379","220","1581","2","3.000","2023-06-14",
"380","218","782","2","1.000","2023-06-14",
"381","214","607","2","2.000","2023-06-14",
"382","213","738","2","4.000","2023-06-15",
"383","920","877","10","2.000","2023-06-15",
"384","920","816","10","10.000","2023-06-15",
"385","920","1598","10","1.000","2023-06-15",
"386","840","636","9","1.000","2023-06-15",
"387","992","160","5","1.000","2023-06-16",
"388","892","28","5","2.000","2023-06-16",
"389","892","325","5","1.000","2023-06-16",
"390","888","848","5","4.000","2023-06-16",
"391","888","798","5","4.000","2023-06-16",
"392","888","28","5","1.000","2023-06-16",
"393","899","136","16","5.000","2023-06-16",
"394","899","359","16","2.000","2023-06-16",
"395","899","1615","16","1.000","2023-06-16",
"396","898","72","5","1.000","2023-06-16",
"397","1081","1618","1","100.000","2023-06-20",
"398","1081","1617","1","3.000","2023-06-20",
"400","1084","1220","1","1.000","2023-06-20",
"401","1084","1033","1","1.000","2023-06-20",
"402","1081","832","1","6.000","2023-06-20",
"403","1087","568","12","1.500","2023-06-20",
"404","1087","1040","12","1.000","2023-06-20",
"405","1087","1104","12","2.000","2023-06-20",
"406","1087","943","12","1.000","2023-06-20",
"407","1090","1297","1","0.005","2023-06-20",
"408","1094","1108","12","4.750","2023-06-20",
"409","1094","973","12","2.000","2023-06-20",
"410","1094","1171","12","1.000","2023-06-20",
"411","1094","1176","12","1.000","2023-06-20",
"412","1094","1057","12","1.000","2023-06-20",
"413","1094","943","12","1.000","2023-06-20",
"414","1094","1029","12","2.000","2023-06-20",
"415","1095","877","1","0.400","2023-06-20",
"416","954","929","12","0.250","2023-06-20",
"417","954","877","12","0.200","2023-06-20",
"418","1101","1236","3","1.000","2023-06-20",
"419","1101","880","3","1.000","2023-06-20",
"420","1101","869","3","1.000","2023-06-20",
"421","1101","1118","3","2.000","2023-06-20",
"422","1101","1197","3","1.000","2023-06-20",
"423","1101","1279","3","20.000","2023-06-20",
"424","1102","888","1","1.000","2023-06-20",
"425","1102","657","1","2.000","2023-06-20",
"426","1102","1298","1","1.000","2023-06-20",
"427","1102","877","1","0.050","2023-06-20",
"428","1102","869","1","1.000","2023-06-20",
"429","950","880","3","1.000","2023-06-20",
"430","950","869","3","2.000","2023-06-20",
"431","950","1220","3","2.000","2023-06-20",
"432","950","943","3","1.000","2023-06-20",
"433","950","1620","3","1.000","2023-06-20",
"434","948","1015","12","1.000","2023-06-20",
"435","948","956","12","1.000","2023-06-20",
"436","948","943","12","1.000","2023-06-20",
"437","948","1621","12","1.000","2023-06-20",
"438","947","1231","3","4.000","2023-06-20",
"439","947","1197","3","1.000","2023-06-20",
"440","947","943","3","1.000","2023-06-20",
"441","949","956","3","1.000","2023-06-20",
"442","1106","1279","1","15.000","2023-06-20",
"443","1108","867","1","1.000","2023-06-20",
"444","945","1297","12","0.005","2023-06-20",
"445","876","952","3","2.000","2023-06-20",
"446","876","943","3","1.000","2023-06-20",
"447","874","914","1","1.000","2023-06-20",
"448","871","880","12","1.000","2023-06-20",
"449","871","1621","12","1.000","2023-06-20",
"450","871","1279","12","10.000","2023-06-20",
"451","869","1236","12","2.000","2023-06-20",
"452","869","956","12","1.000","2023-06-20",
"453","869","1171","12","1.000","2023-06-20",
"454","869","1621","12","1.000","2023-06-20",
"455","869","943","12","1.000","2023-06-20",
"456","868","1040","12","2.000","2023-06-21",
"457","868","869","12","2.000","2023-06-21",
"458","868","1621","12","2.000","2023-06-21",
"459","868","1297","12","0.020","2023-06-21",
"460","867","961","1","1.000","2023-06-21",
"461","867","1308","1","2.000","2023-06-21",
"462","867","1309","1","1.000","2023-06-21",
"463","867","1297","1","0.050","2023-06-21",
"464","867","1096","1","6.000","2023-06-21",
"465","867","1624","1","4.000","2023-06-21",
"466","867","1094","1","8.000","2023-06-21",
"467","867","1623","1","1.000","2023-06-21",
"468","1112","956","12","2.000","2023-06-21",
"469","1112","1621","12","3.000","2023-06-21",
"470","1112","943","12","1.000","2023-06-21",
"471","1112","1297","12","0.010","2023-06-21",
"472","1112","1626","12","1.000","2023-06-21",
"473","1082","867","3","1.000","2023-06-21",
"474","1085","1040","3","1.000","2023-06-21",
"475","1085","1627","3","1.000","2023-06-21",
"476","1086","905","1","1.000","2023-06-21",
"477","1091","905","1","1.000","2023-06-21",
"478","1092","973","1","1.000","2023-06-21",
"479","1092","1144","1","1.000","2023-06-21",
"480","1092","982","1","1.000","2023-06-21",
"481","1092","953","1","1.000","2023-06-21",
"482","1092","943","1","1.000","2023-06-21",
"483","1092","1628","1","1.000","2023-06-21",
"484","1097","1104","3","1.000","2023-06-21",
"485","1097","1040","3","2.000","2023-06-21",
"486","1097","1629","3","1.000","2023-06-21",
"487","1098","1106","1","1.000","2023-06-21",
"488","1099","867","3","1.000","2023-06-21",
"489","1100","914","3","2.000","2023-06-21",
"490","953","1631","3","1.000","2023-06-21",
"491","953","943","3","1.000","2023-06-21",
"492","952","1040","12","1.000","2023-06-21",
"493","951","914","3","2.000","2023-06-21",
"494","1114","867","3","1.000","2023-06-21",
"495","1114","1629","3","1.000","2023-06-21",
"496","1115","1171","1","1.000","2023-06-21",
"497","1115","943","1","1.000","2023-06-21",
"498","1116","1040","3","2.000","2023-06-21",
"499","1116","880","3","1.000","2023-06-21",
"500","1118","884","1","1.000","2023-06-21",
"501","1118","1055","1","1.000","2023-06-21",
"502","1118","1040","1","1.000","2023-06-21",
"503","1119","903","3","1.000","2023-06-21",
"504","1119","878","3","4.000","2023-06-21",
"505","1134","1634","16","2.000","2023-06-21",
"506","1133","1306","6","1.000","2023-06-21",
"507","1133","193","6","4.000","2023-06-21",
"508","1132","28","16","2.000","2023-06-21",
"509","1132","538","16","1.000","2023-06-21",
"510","1131","1306","16","2.000","2023-06-21",
"511","1131","65","16","2.000","2023-06-21",
"512","1131","536","16","1.000","2023-06-21",
"513","1131","698","16","2.000","2023-06-21",
"514","1129","481","6","65.000","2023-06-21",
"515","1129","160","6","1.000","2023-06-21",
"516","1129","1635","6","4.000","2023-06-21",
"517","1127","364","6","8.000","2023-06-21",
"518","1127","160","6","1.000","2023-06-21",
"519","1127","1636","6","4.000","2023-06-21",
"520","1125","346","15","1.000","2023-06-21",
"521","1124","1306","16","1.000","2023-06-21",
"522","1122","1306","17","1.000","2023-06-21",
"523","1050","1306","16","1.000","2023-06-21",
"524","1049","1306","16","2.000","2023-06-21",
"525","1048","28","19","1.000","2023-06-21",
"526","1047","28","19","1.000","2023-06-21",
"527","1046","1306","19","1.000","2023-06-21",
"528","1045","28","19","1.000","2023-06-21",
"529","1045","1603","19","6.000","2023-06-21",
"530","1044","28","19","1.000","2023-06-21",
"531","1043","28","19","1.000","2023-06-22",
"532","1043","1603","19","4.000","2023-06-22",
"533","1042","28","19","1.000","2023-06-22",
"534","1041","1306","19","1.000","2023-06-22",
"535","1041","1603","19","8.000","2023-06-22",
"536","1041","773","19","10.000","2023-06-22",
"537","1041","532","19","1.000","2023-06-22",
"538","1040","1306","19","1.000","2023-06-22",
"539","1039","325","16","2.000","2023-06-22",
"540","1036","535","16","6.000","2023-06-22",
"541","1036","325","16","5.000","2023-06-22",
"542","1036","536","16","4.000","2023-06-22",
"543","1036","849","16","6.000","2023-06-22",
"544","1036","1603","16","6.000","2023-06-22",
"545","1036","514","16","1.000","2023-06-22",
"546","1035","436","16","1.000","2023-06-22",
"547","1035","536","17","1.000","2023-06-22",
"548","1035","437","16","2.000","2023-06-22",
"549","1035","535","16","3.000","2023-06-22",
"550","1035","325","16","1.000","2023-06-22",
"551","1035","1646","16","1.000","2023-06-22",
"552","1033","568","5","2.000","2023-06-22",
"553","1033","1104","5","1.000","2023-06-22",
"554","1031","1306","16","2.000","2023-06-22",
"555","1031","1639","16","4.000","2023-06-22",
"556","1031","849","16","24.000","2023-06-22",
"557","1031","1603","16","24.000","2023-06-22",
"558","1031","441","16","3.000","2023-06-22",
"559","1031","521","16","3.000","2023-06-22",
"560","1030","534","15","1.000","2023-06-22",
"561","1028","1431","15","1.000","2023-06-22",
"562","1028","849","15","5.000","2023-06-22",
"563","1028","1603","15","5.000","2023-06-22",
"564","1027","28","15","2.000","2023-06-22",
"565","1027","72","15","1.000","2023-06-22",
"566","1026","1649","15","1.000","2023-06-22",
"567","1024","968","16","2.000","2023-06-22",
"568","1023","526","17","1.000","2023-06-22",
"569","1022","142","15","1.000","2023-06-22",
"570","1020","28","15","1.000","2023-06-22",
"571","1019","1306","15","2.000","2023-06-22",
"572","1018","968","19","4.000","2023-06-22",
"573","1126","441","16","30.000","2023-06-22",
"574","1126","521","16","30.000","2023-06-22",
"575","1126","440","16","30.000","2023-06-22",
"576","1126","400","16","1.000","2023-06-22",
"577","1126","1599","16","12.000","2023-06-22",
"578","1126","538","16","4.000","2023-06-22",
"579","1126","1639","16","1.000","2023-06-22",
"580","1126","1640","16","1.000","2023-06-22",
"581","1126","1652","16","4.000","2023-06-22",
"582","1016","196","15","1.000","2023-06-22",
"583","1016","1653","15","1.000","2023-06-22",
"584","1015","1634","16","7.000","2023-06-22",
"585","1014","1603","46","6.000","2023-06-22",
"586","1013","383","5","1.000","2023-06-22",
"587","1013","142","5","1.000","2023-06-22",
"588","1011","508","6","1.000","2023-06-22",
"589","1011","441","6","4.000","2023-06-22",
"590","1011","160","6","1.000","2023-06-22",
"591","1011","1655","6","1.000","2023-06-22",
"592","1009","197","16","1.000","2023-06-22",
"593","1007","1306","19","1.000","2023-06-22",
"594","1006","1502","19","1.000","2023-06-22",
"595","1135","1657","16","1.000","2023-06-23",
"596","1005","1614","16","1.000","2023-06-23",
"597","1004","1306","18","1.000","2023-06-23",
"598","1004","160","18","1.000","2023-06-23",
"599","963","28","15","1.000","2023-06-23",
"600","962","523","16","10.000","2023-06-23",
"601","962","160","16","1.000","2023-06-23",
"602","962","1634","16","18.000","2023-06-23",
"603","961","365","16","1.000","2023-06-23",
"604","961","145","16","1.000","2023-06-23",
"605","961","196","16","2.000","2023-06-23",
"606","961","437","16","1.000","2023-06-23",
"607","961","28","16","1.000","2023-06-23",
"608","961","521","16","2.000","2023-06-23",
"609","961","441","16","2.000","2023-06-23",
"610","961","1660","16","2.000","2023-06-23",
"611","959","365","16","1.000","2023-06-23",
"612","959","196","16","2.000","2023-06-23",
"613","959","437","16","1.000","2023-06-23",
"614","959","1612","16","6.000","2023-06-23",
"615","959","1336","16","6.000","2023-06-23",
"616","959","1337","16","6.000","2023-06-23",
"617","959","145","16","1.000","2023-06-23",
"618","959","1660","16","2.000","2023-06-23",
"619","1003","1306","18","1.000","2023-06-23",
"620","1003","28","18","1.000","2023-06-23",
"621","1001","1306","18","1.000","2023-06-23",
"622","1000","28","18","1.000","2023-06-23",
"623","999","28","18","1.000","2023-06-23",
"624","998","1639","18","0.500","2023-06-23",
"625","998","160","18","1.000","2023-06-23",
"626","998","1430","18","1.000","2023-06-23",
"627","958","1634","16","2.000","2023-06-23",
"628","958","523","16","2.000","2023-06-23",
"629","957","28","16","1.000","2023-06-23",
"630","956","28","16","1.000","2023-06-23",
"631","955","1634","16","10.000","2023-06-23",
"632","893","968","6","1.000","2023-06-23",
"633","891","160","5","1.000","2023-06-23",
"634","891","142","5","1.000","2023-06-23",
"635","889","1306","18","1.000","2023-06-23",
"636","887","28","15","1.000","2023-06-23",
"637","886","28","18","1.000","2023-06-23",
"638","884","1306","15","1.000","2023-06-23",
"639","883","968","6","4.000","2023-06-23",
"640","883","463","6","1000.000","2023-06-23",
"641","883","160","6","1.000","2023-06-23",
"642","883","891","6","350.000","2023-06-23",
"643","885","524","15","1.000","2023-06-23",
"644","882","1317","16","1.000","2023-06-23",
"645","881","1317","18","1.000","2023-06-23",
"646","881","535","18","7.000","2023-06-23",
"647","907","73","18","1.000","2023-06-23",
"648","907","539","18","1.000","2023-06-23",
"649","890","28","18","1.000","2023-06-23",
"650","778","540","5","1.000","2023-06-23",
"651","776","1306","16","1.000","2023-06-23",
"652","775","1306","15","3.000","2023-06-23",
"653","770","878","6","6.000","2023-06-23",
"654","770","559","6","1.000","2023-06-23",
"655","770","331","6","1.000","2023-06-23",
"656","770","160","6","2.000","2023-06-23",
